Model,Data config,Load model,Section,Features,Metric,Split,Output,Model config,Descriptor,Fingerprint,n_bits,n_cv,n_jobs,Patience,Gridsearch,n_iter,recall 0,recall 1,ROC AUC test,ROC AUC val,rparams
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,physical,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,500,0.1794,0.9634,0.5714,0.3523,"{'solver': 'sag', 'max_iter': 3000, 'class_weight': 'balanced', 'C': 1000000}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,64,15,-1,10000,True,500,0.17800000000000002,0.9634,0.5707,0.3523,"{'solver': 'sag', 'max_iter': 3000, 'class_weight': 'balanced', 'C': 1000000}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,64,15,-1,10000,True,500,0.4075,0.8352,0.6213,0.2045,"{'solver': 'sag', 'max_iter': 30, 'class_weight': 'balanced', 'C': 1}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,256,15,-1,10000,True,500,0.17800000000000002,0.9634,0.5707,0.3523,"{'solver': 'sag', 'max_iter': 3000, 'class_weight': 'balanced', 'C': 1000000}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,256,15,-1,10000,True,500,0.4784,0.8315,0.655,0.1705,"{'solver': 'sag', 'max_iter': 30, 'class_weight': 'balanced', 'C': 1}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,512,15,-1,10000,True,500,0.17800000000000002,0.9634,0.5707,0.3523,"{'solver': 'sag', 'max_iter': 3000, 'class_weight': 'balanced', 'C': 1000000}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,512,15,-1,10000,True,500,0.5146,0.8809999999999999,0.6978,0.2045,"{'solver': 'saga', 'max_iter': 200, 'class_weight': None, 'C': 10.0}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,2048,15,-1,10000,True,500,0.1794,0.9634,0.5714,0.3523,"{'solver': 'sag', 'max_iter': 3000, 'class_weight': 'balanced', 'C': 1000000}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,2048,15,-1,10000,True,500,0.5049,0.8864,0.6957,0.1818,"{'solver': 'saga', 'max_iter': 200, 'class_weight': None, 'C': 10.0}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,maccs,167,15,-1,10000,True,500,0.17800000000000002,0.9634,0.5707,0.3523,"{'solver': 'sag', 'max_iter': 3000, 'class_weight': 'balanced', 'C': 1000000}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,maccs,167,15,-1,10000,True,500,0.4631,0.8828,0.6729999999999999,0.25,"{'solver': 'liblinear', 'max_iter': 5000, 'class_weight': None, 'C': 10.0}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,100,0.17800000000000002,0.9634,0.5707,0.3523,"{'solver': 'sag', 'max_iter': 3000, 'class_weight': 'balanced', 'C': 1000000}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,100,0.4103,0.8443,0.6273,0.8182,"{'solver': 'lbfgs', 'max_iter': 10, 'class_weight': None, 'C': 105}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,physical,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,100,0.1794,0.9634,0.5714,0.3523,"{'solver': 'sag', 'max_iter': 3000, 'class_weight': 'balanced', 'C': 1000000}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,64,15,-1,10000,True,100,0.17800000000000002,0.9634,0.5707,0.3523,"{'solver': 'sag', 'max_iter': 3000, 'class_weight': 'balanced', 'C': 1000000}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,64,15,-1,10000,True,100,0.4256,0.7747,0.6002,0.2159,"{'solver': 'sag', 'max_iter': 500000000, 'class_weight': 'balanced', 'C': 0.001}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,256,15,-1,10000,True,100,0.17800000000000002,0.9634,0.5707,0.3523,"{'solver': 'sag', 'max_iter': 3000, 'class_weight': 'balanced', 'C': 1000000}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,256,15,-1,10000,True,100,0.4784,0.8315,0.655,0.1705,"{'solver': 'sag', 'max_iter': 30, 'class_weight': 'balanced', 'C': 1}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,512,15,-1,10000,True,100,0.17800000000000002,0.9634,0.5707,0.3523,"{'solver': 'sag', 'max_iter': 3000, 'class_weight': 'balanced', 'C': 1000000}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,512,15,-1,10000,True,100,0.5146,0.8809999999999999,0.6978,0.2045,"{'solver': 'saga', 'max_iter': 200, 'class_weight': None, 'C': 10.0}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,2048,15,-1,10000,True,100,0.17800000000000002,0.9634,0.5707,0.3523,"{'solver': 'sag', 'max_iter': 3000, 'class_weight': 'balanced', 'C': 1000000}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,2048,15,-1,10000,True,100,0.4951,0.8938,0.6945,0.2045,"{'solver': 'saga', 'max_iter': 10, 'class_weight': None, 'C': 100}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,maccs,167,15,-1,10000,True,100,0.17800000000000002,0.9634,0.5707,0.3523,"{'solver': 'sag', 'max_iter': 3000, 'class_weight': 'balanced', 'C': 1000000}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,maccs,167,15,-1,10000,True,100,0.4659,0.8846,0.6753,0.25,"{'solver': 'newton-cg', 'max_iter': 1000000, 'class_weight': 'balanced', 'C': 10.0}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,10,0.1739,0.9707,0.5723,0.3523,"{'solver': 'saga', 'max_iter': 1000000000, 'class_weight': 'balanced', 'C': 100000}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,10,0.3616,0.8059,0.5837,0.3068,"{'solver': 'saga', 'max_iter': 100000000, 'class_weight': None, 'C': 1}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,physical,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,10,0.1739,0.9707,0.5723,0.3523,"{'solver': 'saga', 'max_iter': 1000000000, 'class_weight': 'balanced', 'C': 100000}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,64,15,-1,10000,True,10,0.1739,0.9707,0.5723,0.3523,"{'solver': 'saga', 'max_iter': 1000000000, 'class_weight': 'balanced', 'C': 100000}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,64,15,-1,10000,True,10,0.4131,0.826,0.6195,0.2045,"{'solver': 'saga', 'max_iter': 100000000, 'class_weight': None, 'C': 1}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,256,15,-1,10000,True,10,0.1739,0.9707,0.5723,0.3523,"{'solver': 'saga', 'max_iter': 1000000000, 'class_weight': 'balanced', 'C': 100000}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,256,15,-1,10000,True,10,0.4854,0.8278,0.6566,0.1705,"{'solver': 'saga', 'max_iter': 100000000, 'class_weight': None, 'C': 1}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,512,15,-1,10000,True,10,0.1739,0.9707,0.5723,0.3523,"{'solver': 'saga', 'max_iter': 1000000000, 'class_weight': 'balanced', 'C': 100000}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,512,15,-1,10000,True,10,0.5285,0.848,0.6882,0.1705,"{'solver': 'saga', 'max_iter': 100000000, 'class_weight': None, 'C': 1}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,2048,15,-1,10000,True,10,0.1739,0.9707,0.5723,0.3523,"{'solver': 'saga', 'max_iter': 1000000000, 'class_weight': 'balanced', 'C': 100000}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,2048,15,-1,10000,True,10,0.4924,0.8938,0.6931,0.2045,"{'solver': 'saga', 'max_iter': 10, 'class_weight': None, 'C': 1500}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,maccs,167,15,-1,10000,True,10,0.1739,0.9707,0.5723,0.3523,"{'solver': 'saga', 'max_iter': 1000000000, 'class_weight': 'balanced', 'C': 100000}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,maccs,167,15,-1,10000,True,10,0.4896,0.8571,0.6734,0.2386,"{'solver': 'saga', 'max_iter': 10, 'class_weight': None, 'C': 1500}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,32,15,-1,10000,True,500,0.4061,0.9212,0.6637,0.3295,"{'solver': 'saga', 'max_iter': 150, 'class_weight': None, 'C': 100000}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,32,15,-1,10000,True,500,0.3449,0.8059,0.5754,0.3068,"{'solver': 'sag', 'max_iter': 30000, 'class_weight': 'balanced', 'C': 0.001}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,physical,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,32,15,-1,10000,True,500,0.4075,0.9176,0.6625,0.3295,"{'solver': 'sag', 'max_iter': 60, 'class_weight': 'balanced', 'C': 1100}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,64,15,-1,10000,True,500,0.3922,0.9176,0.6549,0.3295,"{'solver': 'lbfgs', 'max_iter': 60, 'class_weight': 'balanced', 'C': 200.0}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,64,15,-1,10000,True,500,0.4075,0.8352,0.6213,0.2045,"{'solver': 'sag', 'max_iter': 30, 'class_weight': 'balanced', 'C': 1}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,256,15,-1,10000,True,500,0.4075,0.9212,0.6644,0.3295,"{'solver': 'saga', 'max_iter': 150, 'class_weight': None, 'C': 100000}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,256,15,-1,10000,True,500,0.4784,0.8315,0.655,0.1705,"{'solver': 'sag', 'max_iter': 30, 'class_weight': 'balanced', 'C': 1}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,512,15,-1,10000,True,500,0.4047,0.9176,0.6612,0.3295,"{'solver': 'sag', 'max_iter': 50, 'class_weight': None, 'C': 100000}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,512,15,-1,10000,True,500,0.5146,0.8809999999999999,0.6978,0.2045,"{'solver': 'saga', 'max_iter': 200, 'class_weight': None, 'C': 10.0}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,2048,15,-1,10000,True,500,0.4061,0.9212,0.6637,0.3295,"{'solver': 'saga', 'max_iter': 150, 'class_weight': None, 'C': 100000}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,2048,15,-1,10000,True,500,0.4826,0.9139,0.6983,0.2159,"{'solver': 'sag', 'max_iter': 10, 'class_weight': None, 'C': 80.0}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,maccs,167,15,-1,10000,True,500,0.4061,0.9212,0.6637,0.3295,"{'solver': 'saga', 'max_iter': 150, 'class_weight': None, 'C': 100000}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,maccs,167,15,-1,10000,True,500,0.4631,0.8828,0.6729999999999999,0.25,"{'solver': 'liblinear', 'max_iter': 5000, 'class_weight': None, 'C': 10.0}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,32,15,-1,10000,True,100,0.4061,0.9212,0.6637,0.3295,"{'solver': 'saga', 'max_iter': 150, 'class_weight': None, 'C': 100000}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,32,15,-1,10000,True,100,0.4103,0.8443,0.6273,0.8182,"{'solver': 'lbfgs', 'max_iter': 10, 'class_weight': None, 'C': 105}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,physical,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,32,15,-1,10000,True,100,0.4075,0.9212,0.6644,0.3295,"{'solver': 'saga', 'max_iter': 150, 'class_weight': None, 'C': 100000}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,64,15,-1,10000,True,100,0.3922,0.9176,0.6549,0.3295,"{'solver': 'lbfgs', 'max_iter': 60, 'class_weight': 'balanced', 'C': 200.0}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,64,15,-1,10000,True,100,0.4075,0.8352,0.6213,0.2045,"{'solver': 'sag', 'max_iter': 30, 'class_weight': 'balanced', 'C': 1}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,256,15,-1,10000,True,100,0.4061,0.9212,0.6637,0.3295,"{'solver': 'saga', 'max_iter': 150, 'class_weight': None, 'C': 100000}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,256,15,-1,10000,True,100,0.4784,0.8315,0.655,0.1705,"{'solver': 'sag', 'max_iter': 30, 'class_weight': 'balanced', 'C': 1}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,512,15,-1,10000,True,100,0.4061,0.9212,0.6637,0.3295,"{'solver': 'saga', 'max_iter': 150, 'class_weight': None, 'C': 100000}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,512,15,-1,10000,True,100,0.5146,0.8809999999999999,0.6978,0.2045,"{'solver': 'saga', 'max_iter': 200, 'class_weight': None, 'C': 10.0}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,2048,15,-1,10000,True,100,0.4047,0.9212,0.6629999999999999,0.3295,"{'solver': 'saga', 'max_iter': 150, 'class_weight': None, 'C': 100000}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,2048,15,-1,10000,True,100,0.5049,0.8864,0.6957,0.1818,"{'solver': 'saga', 'max_iter': 200, 'class_weight': None, 'C': 10.0}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,maccs,167,15,-1,10000,True,100,0.4075,0.9212,0.6644,0.3295,"{'solver': 'saga', 'max_iter': 150, 'class_weight': None, 'C': 100000}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,maccs,167,15,-1,10000,True,100,0.4659,0.8846,0.6753,0.25,"{'solver': 'newton-cg', 'max_iter': 1000000, 'class_weight': 'balanced', 'C': 10.0}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,32,15,-1,10000,True,10,0.38799999999999996,0.9231,0.6556,0.3295,"{'solver': 'newton-cg', 'max_iter': 50, 'class_weight': 'balanced', 'C': 300}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,32,15,-1,10000,True,10,0.4131,0.8132,0.6131,0.7955,"{'solver': 'saga', 'max_iter': 10, 'class_weight': None, 'C': 1500}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,physical,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,32,15,-1,10000,True,10,0.38799999999999996,0.9231,0.6556,0.3295,"{'solver': 'newton-cg', 'max_iter': 50, 'class_weight': 'balanced', 'C': 300}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,64,15,-1,10000,True,10,0.388,0.9231,0.6556,0.3295,"{'solver': 'newton-cg', 'max_iter': 50, 'class_weight': 'balanced', 'C': 300}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,64,15,-1,10000,True,10,0.4131,0.826,0.6195,0.2045,"{'solver': 'saga', 'max_iter': 100000000, 'class_weight': None, 'C': 1}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,256,15,-1,10000,True,10,0.388,0.9231,0.6556,0.3295,"{'solver': 'newton-cg', 'max_iter': 50, 'class_weight': 'balanced', 'C': 300}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,256,15,-1,10000,True,10,0.4854,0.8297,0.6575,0.1705,"{'solver': 'saga', 'max_iter': 100000000, 'class_weight': None, 'C': 1}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,512,15,-1,10000,True,10,0.388,0.9231,0.6556,0.3295,"{'solver': 'newton-cg', 'max_iter': 50, 'class_weight': 'balanced', 'C': 300}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,512,15,-1,10000,True,10,0.5285,0.848,0.6882,0.1705,"{'solver': 'saga', 'max_iter': 100000000, 'class_weight': None, 'C': 1}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,2048,15,-1,10000,True,10,0.388,0.9231,0.6556,0.3295,"{'solver': 'newton-cg', 'max_iter': 50, 'class_weight': 'balanced', 'C': 300}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,2048,15,-1,10000,True,10,0.5132,0.8791,0.6962,0.1932,"{'solver': 'saga', 'max_iter': 10, 'class_weight': None, 'C': 1500}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,maccs,167,15,-1,10000,True,10,0.388,0.9231,0.6556,0.3295,"{'solver': 'newton-cg', 'max_iter': 50, 'class_weight': 'balanced', 'C': 300}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,maccs,167,15,-1,10000,True,10,0.4604,0.8993,0.6798,0.2727,"{'solver': 'saga', 'max_iter': 10, 'class_weight': None, 'C': 1500}"
rf,/data/data_configs/bace.ini,,RF_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,400,0.4548,0.8059,0.6303,0.3182,"{'n_estimators': 20, 'min_weight_fraction_leaf': 0.1, 'min_samples_split': 5, 'min_samples_leaf': 5, 'max_leaf_nodes': 15, 'criterion': 'gini', 'class_weight': None}"
rf,/data/data_configs/bace.ini,,RF_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,400,0.2823,0.8571,0.5697,0.3523,"{'n_estimators': 15000, 'min_weight_fraction_leaf': 0.1, 'min_samples_split': 3, 'min_samples_leaf': 30, 'max_leaf_nodes': 2, 'criterion': 'entropy', 'class_weight': None}"
rf,/data/data_configs/bace.ini,,RF_BACE,physical,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,400,0.4117,0.8352,0.6234,0.3068,"{'n_estimators': 10, 'min_weight_fraction_leaf': 0.1, 'min_samples_split': 15, 'min_samples_leaf': 5, 'max_leaf_nodes': 10, 'criterion': 'entropy', 'class_weight': 'balanced'}"
rf,/data/data_configs/bace.ini,,RF_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,64,15,-1,10000,True,400,0.42,0.8498,0.6349,0.3182,"{'n_estimators': 20, 'min_weight_fraction_leaf': 0.1, 'min_samples_split': 15, 'min_samples_leaf': 10, 'max_leaf_nodes': 500, 'criterion': 'gini', 'class_weight': 'balanced'}"
rf,/data/data_configs/bace.ini,,RF_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,64,15,-1,10000,True,400,0.5744,0.6722,0.6233,0.25,"{'n_estimators': 10, 'min_weight_fraction_leaf': 0.3, 'min_samples_split': 5, 'min_samples_leaf': 15, 'max_leaf_nodes': 3, 'criterion': 'entropy', 'class_weight': None}"
rf,/data/data_configs/bace.ini,,RF_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,256,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,256,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,512,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,512,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,2048,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,2048,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,maccs,167,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,maccs,167,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,physical,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,64,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,64,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,256,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,256,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,512,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,512,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,2048,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,2048,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,maccs,167,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,maccs,167,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,physical,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,64,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,64,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,256,15,-1,10000,True,400,,,,,
